text,intent,norm,key
"right, i just woke up and i am still a bit muddled, but i would like you to explain how the volume control works",Help_Volume,right i just woke up and i am still a bit muddled but i would like you to explain how the volume control works,am bit but control explain how like muddl right still up volume woke work
"so, there is building work going on next door all week, so could you please explain what happens if i take a fall",Help_FallAlert,so there is building work going on next door all week so could you please explain what happens if i take a fall,all build door explain fall go happen if next on take there week what work
"it is quite windy out here on the golf course today, so would you mind if you explain how the wind setting works",Help_EdgeMode,it is quite windy out here on the golf course today so would you mind if you explain how the wind setting works,course explain golf here how if mind on out quite sett today wind windy work
"well, the television has been on for hours and my ears are tired, so if it is not too much trouble, tell me how far i walked",Cmd.ActivityWalk,well the television has been on for hours and my ears are tired so if it is not too much trouble tell me how far i walked,been ears far has hour how if much not on television tell tir too trouble walk
"right, we have just got back from a walk and before i settle down if it is not too much trouble, let the sound through again",Cmd.VolumeUnmute,right we have just got back from a walk and before i settle down if it is not too much trouble let the sound through again,again back before down from got have if let much not right settle sound through too trouble walk we
"well, i just woke up and i am still a bit muddled, but would you mind if you explain what changed in this new version",Help_WhatsNew,well i just woke up and i am still a bit muddled but would you mind if you explain what changed in this new version,am bit but chang explain if in mind muddl new still up version what woke
"um, the grandchildren are running around making a racket and please explain how the volume control works",Help_Volume,um the grandchildren are running around making a racket and please explain how the volume control works,around control explain grandchildren how mak racket runn volume work
"so, it is quite windy out here on the golf course today, so if it is not too much trouble, explain how the wind setting works",Help_EdgeMode,so it is quite windy out here on the golf course today so if it is not too much trouble explain how the wind setting works,course explain golf here how if much not on out quite sett today too trouble wind windy work
"er, the television has been on for hours and my ears are tired, so i would like you to start putting their words on screen",Cmd.TranscribeStart,er the television has been on for hours and my ears are tired so i would like you to start putting their words on screen,been ears er has hour like on putt screen start television their tir word
"um, there is building work going on next door all week, so if it is not too much trouble, dictate a short note for my daughter",Cmd.SendMessage,um there is building work going on next door all week so if it is not too much trouble dictate a short note for my daughter,all build daughter dictate door go if much next not note on short there too trouble week work
"um, we have just got back from a walk and before i settle down i would like you to tell me how many steps i have done",Cmd.ActivityStep,um we have just got back from a walk and before i settle down i would like you to tell me how many steps i have done,back before done down from got have how like many settle step tell walk we
"er, it is quite windy out here on the golf course today, so would you mind if you ease the sound back a notch",Cmd.VolumeDecrease,er it is quite windy out here on the golf course today so would you mind if you ease the sound back a notch,back course ease er golf here if mind notch on out quite sound today windy
"um, i am on the bus and it is rather noisy in here, so please explain how i seat these properly",Help_InsertDevice,um i am on the bus and it is rather noisy in here so please explain how i seat these properly,am bus explain here how in noisy on properly rather seat these
"well, i have been meaning to ask you all morning, and now that i have a moment, could you please note down that i must take my tablets at six",reminders.add,well i have been meaning to ask you all morning and now that i have a moment could you please note down that i must take my tablets at six,all ask at been down have mean moment morn must note now six tablet take
"well, i just woke up and i am still a bit muddled, but would you mind if you explain how i keep these clean",Help_CleanCare,well i just woke up and i am still a bit muddled but would you mind if you explain how i keep these clean,am bit but clean explain how if keep mind muddl still these up woke
"well, i am about to head into a meeting in a few minutes so can you explain what changed in this new version",Help_WhatsNew,well i am about to head into a meeting in a few minutes so can you explain what changed in this new version,about am chang explain few head in into meet minut new version what
"well, i am about to head into a meeting in a few minutes so would you mind if you explain what changed in this new version",Help_WhatsNew,well i am about to head into a meeting in a few minutes so would you mind if you explain what changed in this new version,about am chang explain few head if in into meet mind minut new version what
"i am sitting in a busy cafe and it is hard to follow the conversation, so could you please move me onto the cafe setting",Cmd.MemoryChange,i am sitting in a busy cafe and it is hard to follow the conversation so could you please move me onto the cafe setting,am busy cafe conversation follow hard in move onto sett sitt
"so, there is building work going on next door all week, so would you mind if you open the link to the television",Cmd.StreamingStart,so there is building work going on next door all week so would you mind if you open the link to the television,all build door go if link mind next on open television there week work
"right, my wife keeps telling me i have it set wrong, and honestly would you mind if you ease the sound back a notch",Cmd.VolumeDecrease,right my wife keeps telling me i have it set wrong and honestly would you mind if you ease the sound back a notch,back ease have honestly if keep mind notch right set sound tell wife wrong
"er, my wife keeps telling me i have it set wrong, and honestly i would like you to explain how the ringing feature works",Help_Tinnitus,er my wife keeps telling me i have it set wrong and honestly i would like you to explain how the ringing feature works,er explain feature have honestly how keep like ring set tell wife work wrong
"er, my daughter is visiting this afternoon and before she arrives would you mind if you explain how i switch between settings",Help_ChangingMemories,er my daughter is visiting this afternoon and before she arrives would you mind if you explain how i switch between settings,afternoon arriv before between daughter er explain how if mind setting she switch visit
"er, i am on the bus and it is rather noisy in here, so would you mind if you explain how my audiologist adjusts these from afar",Help_RemoteProgramming,er i am on the bus and it is rather noisy in here so would you mind if you explain how my audiologist adjusts these from afar,adjust afar am audiologist bus er explain from here how if in mind noisy on rather these
"so, i have been meaning to ask you all morning, and now that i have a moment, could you please explain how i get these paired up",Help_Pairing,so i have been meaning to ask you all morning and now that i have a moment could you please explain how i get these paired up,all ask been explain get have how mean moment morn now pair these up
"um, the grandchildren are running around making a racket and i would like you to close the link to the television",Cmd.StreamingStop,um the grandchildren are running around making a racket and i would like you to close the link to the television,around close grandchildren like link mak racket runn television
"well, my daughter is visiting this afternoon and before she arrives i would like you to let the sound through again",Cmd.VolumeUnmute,well my daughter is visiting this afternoon and before she arrives i would like you to let the sound through again,afternoon again arriv before daughter let like she sound through visit
"um, i am about to head into a meeting in a few minutes so if it is not too much trouble, mark that tablet reminder as done",reminders.complete,um i am about to head into a meeting in a few minutes so if it is not too much trouble mark that tablet reminder as done,about am as done few head if in into mark meet minut much not reminder tablet too trouble
"right, the television has been on for hours and my ears are tired, so i would like you to explain how i switch between settings",Help_ChangingMemories,right the television has been on for hours and my ears are tired so i would like you to explain how i switch between settings,been between ears explain has hour how like on right setting switch television tir
my daughter is visiting this afternoon and before she arrives could you please dictate a short note for my daughter,Cmd.SendMessage,my daughter is visiting this afternoon and before she arrives could you please dictate a short note for my daughter,afternoon arriv before daughter dictate note she short visit
"right, i am on the bus and it is rather noisy in here, so please cut all sound for now",Cmd.VolumeMute,right i am on the bus and it is rather noisy in here so please cut all sound for now,all am bus cut here in noisy now on rather right sound
"so, i just woke up and i am still a bit muddled, but i would like you to track down my handset",Cmd.FindMyPhone,so i just woke up and i am still a bit muddled but i would like you to track down my handset,am bit but down handset like muddl still track up woke
"right, my daughter is visiting this afternoon and before she arrives if it is not too much trouble, close the link to the television",Cmd.StreamingStop,right my daughter is visiting this afternoon and before she arrives if it is not too much trouble close the link to the television,afternoon arriv before close daughter if link much not right she television too trouble visit
"um, i am about to head into a meeting in a few minutes so could you please explain how the wind setting works",Help_EdgeMode,um i am about to head into a meeting in a few minutes so could you please explain how the wind setting works,about am explain few head how in into meet minut sett wind work
"er, the grandchildren are running around making a racket and if it is not too much trouble, explain what changed in this new version",Help_WhatsNew,er the grandchildren are running around making a racket and if it is not too much trouble explain what changed in this new version,around chang er explain grandchildren if in mak much new not racket runn too trouble version what
"there is building work going on next door all week, so if it is not too much trouble, explain how the volume control works",Help_Volume,there is building work going on next door all week so if it is not too much trouble explain how the volume control works,all build control door explain go how if much next not on there too trouble volume week work
"er, it is quite windy out here on the golf course today, so if it is not too much trouble, explain what that score in the app is measuring",Help_ThriveScore,er it is quite windy out here on the golf course today so if it is not too much trouble explain what that score in the app is measuring,app course er explain golf here if in measur much not on out quite score today too trouble what windy
"um, there is building work going on next door all week, so would you mind if you explain how my audiologist adjusts these from afar",Help_RemoteProgramming,um there is building work going on next door all week so would you mind if you explain how my audiologist adjusts these from afar,adjust afar all audiologist build door explain from go how if mind next on there these week work
"right, my daughter is visiting this afternoon and before she arrives if it is not too much trouble, tell me how far i walked",Cmd.ActivityWalk,right my daughter is visiting this afternoon and before she arrives if it is not too much trouble tell me how far i walked,afternoon arriv before daughter far how if much not right she tell too trouble visit walk
"right, i am sitting in a busy cafe and it is hard to follow the conversation, so could you please explain how i get these paired up",Help_Pairing,right i am sitting in a busy cafe and it is hard to follow the conversation so could you please explain how i get these paired up,am busy cafe conversation explain follow get hard how in pair right sitt these up
"er, my daughter is visiting this afternoon and before she arrives could you please explain how i let my son see how i am doing",Help_HearShare,er my daughter is visiting this afternoon and before she arrives could you please explain how i let my son see how i am doing,afternoon am arriv before daughter do er explain how let see she son visit
"um, my wife keeps telling me i have it set wrong, and honestly would you mind if you explain how i seat these properly",Help_InsertDevice,um my wife keeps telling me i have it set wrong and honestly would you mind if you explain how i seat these properly,explain have honestly how if keep mind properly seat set tell these wife wrong
"right, i have been meaning to ask you all morning, and now that i have a moment, please mark that tablet reminder as done",reminders.complete,right i have been meaning to ask you all morning and now that i have a moment please mark that tablet reminder as done,all as ask been done have mark mean moment morn now reminder right tablet
we have just got back from a walk and before i settle down i would like you to tell me how many steps i have done,Cmd.ActivityStep,we have just got back from a walk and before i settle down i would like you to tell me how many steps i have done,back before done down from got have how like many settle step tell walk we
"i am on the bus and it is rather noisy in here, so could you please let the sound through again",Cmd.VolumeUnmute,i am on the bus and it is rather noisy in here so could you please let the sound through again,again am bus here in let noisy on rather sound through
"well, there is building work going on next door all week, so could you please tell me what i burned this morning",Cmd.ActivityCalories,well there is building work going on next door all week so could you please tell me what i burned this morning,all build burn door go morn next on tell there week what work
"the television has been on for hours and my ears are tired, so can you move me onto the cafe setting",Cmd.MemoryChange,the television has been on for hours and my ears are tired so can you move me onto the cafe setting,been cafe ears has hour move on onto sett television tir
"i am on the bus and it is rather noisy in here, so if it is not too much trouble, tell me what i burned this morning",Cmd.ActivityCalories,i am on the bus and it is rather noisy in here so if it is not too much trouble tell me what i burned this morning,am burn bus here if in morn much noisy not on rather tell too trouble what
"so, we have just got back from a walk and before i settle down could you please explain how i switch between settings",Help_ChangingMemories,so we have just got back from a walk and before i settle down could you please explain how i switch between settings,back before between down explain from got have how setting settle switch walk we
"well, my daughter is visiting this afternoon and before she arrives i would like you to tell me what charge is left",Cmd.BatteryLevel,well my daughter is visiting this afternoon and before she arrives i would like you to tell me what charge is left,afternoon arriv before charge daughter left like she tell visit what
"so, we have just got back from a walk and before i settle down could you please explain how i get these paired up",Help_Pairing,so we have just got back from a walk and before i settle down could you please explain how i get these paired up,back before down explain from get got have how pair settle these up walk we
"right, i have been meaning to ask you all morning, and now that i have a moment, can you replay whatever came through earlier",Cmd.ListenMessage,right i have been meaning to ask you all morning and now that i have a moment can you replay whatever came through earlier,all ask been came earlier have mean moment morn now replay right through whatever
"right, i am on the bus and it is rather noisy in here, so would you mind if you tell me what charge is left",Cmd.BatteryLevel,right i am on the bus and it is rather noisy in here so would you mind if you tell me what charge is left,am bus charge here if in left mind noisy on rather right tell what
"er, i just woke up and i am still a bit muddled, but could you please tell me how many steps i have done",Cmd.ActivityStep,er i just woke up and i am still a bit muddled but could you please tell me how many steps i have done,am bit but done er have how many muddl step still tell up woke
"so, there is building work going on next door all week, so i would like you to explain how i get these paired up",Help_Pairing,so there is building work going on next door all week so i would like you to explain how i get these paired up,all build door explain get go how like next on pair there these up week work
"er, i just woke up and i am still a bit muddled, but i would like you to track down my handset",Cmd.FindMyPhone,er i just woke up and i am still a bit muddled but i would like you to track down my handset,am bit but down er handset like muddl still track up woke
"so, my wife keeps telling me i have it set wrong, and honestly i would like you to explain what happens if i take a fall",Help_FallAlert,so my wife keeps telling me i have it set wrong and honestly i would like you to explain what happens if i take a fall,explain fall happen have honestly if keep like set take tell what wife wrong
"um, it is quite windy out here on the golf course today, so i would like you to move me onto the cafe setting",Cmd.MemoryChange,um it is quite windy out here on the golf course today so i would like you to move me onto the cafe setting,cafe course golf here like move on onto out quite sett today windy
"there is building work going on next door all week, so please explain how i seat these properly",Help_InsertDevice,there is building work going on next door all week so please explain how i seat these properly,all build door explain go how next on properly seat there these week work
"right, i am about to head into a meeting in a few minutes so if it is not too much trouble, track down my handset",Cmd.FindMyPhone,right i am about to head into a meeting in a few minutes so if it is not too much trouble track down my handset,about am down few handset head if in into meet minut much not right too track trouble
"right, my wife keeps telling me i have it set wrong, and honestly please open the link to the television",Cmd.StreamingStart,right my wife keeps telling me i have it set wrong and honestly please open the link to the television,have honestly keep link open right set television tell wife wrong
"er, we have just got back from a walk and before i settle down please start turning their spanish into english",Cmd.TranslationStart,er we have just got back from a walk and before i settle down please start turning their spanish into english,back before down english er from got have into settle spanish start their turn walk we
"right, it is quite windy out here on the golf course today, so can you note down that i must take my tablets at six",reminders.add,right it is quite windy out here on the golf course today so can you note down that i must take my tablets at six,at course down golf here must note on out quite right six tablet take today windy
"the grandchildren are running around making a racket and if it is not too much trouble, track down my handset",Cmd.FindMyPhone,the grandchildren are running around making a racket and if it is not too much trouble track down my handset,around down grandchildren handset if mak much not racket runn too track trouble
make the phone louder,Default Fallback Intent,make the phone louder,louder make phone
increase the screen brightness,Default Fallback Intent,increase the screen brightness,brightnes increase screen
turn up my car radio,Default Fallback Intent,turn up my car radio,car radio turn up
lower the thermostat,Default Fallback Intent,lower the thermostat,lower thermostat
mute the microwave beeping,Default Fallback Intent,mute the microwave beeping,beep microwave mute
switch my phone to silent mode,Default Fallback Intent,switch my phone to silent mode,mode phone silent switch
pair my headphones to the laptop,Default Fallback Intent,pair my headphones to the laptop,headphon laptop pair
find my car keys,Default Fallback Intent,find my car keys,car find keys
where did i leave my glasses,Default Fallback Intent,where did i leave my glasses,did glass leave where
how is my blood pressure today,Default Fallback Intent,how is my blood pressure today,blood how pressure today
what is my blood sugar reading,Default Fallback Intent,what is my blood sugar reading,blood read sugar what
check my sleep score,Default Fallback Intent,check my sleep score,check score sleep
how many hours did i sleep,Default Fallback Intent,how many hours did i sleep,did hour how many sleep
book me a dentist appointment,Default Fallback Intent,book me a dentist appointment,appointment book dentist
text my son that i am running late,Default Fallback Intent,text my son that i am running late,am late runn son text
read my emails to me,Default Fallback Intent,read my emails to me,email read
start recording a video,Default Fallback Intent,start recording a video,record start video
transcribe the meeting recording on my laptop,Default Fallback Intent,transcribe the meeting recording on my laptop,laptop meet on record transcribe
turn on the living room lights,Default Fallback Intent,turn on the living room lights,light liv on room turn
set my oven to 180 degrees,Default Fallback Intent,set my oven to 180 degrees,180 degre oven set
how far is it to the pharmacy,Default Fallback Intent,how far is it to the pharmacy,far how pharmacy
order more hearing aid batteries online,Default Fallback Intent,order more hearing aid batteries online,aid batteri hear more online order
how much do new hearing aids cost,Default Fallback Intent,how much do new hearing aids cost,aids cost hear how much new
is my warranty still valid,Default Fallback Intent,is my warranty still valid,still valid warranty
what is the wifi password,Default Fallback Intent,what is the wifi password,password what wifi
update my phone software,Default Fallback Intent,update my phone software,phone software update
increase the font size on my phone,Default Fallback Intent,increase the font size on my phone,font increase on phone size
what is the weather going to be tomorrow,Default Fallback Intent,what is the weather going to be tomorrow,be go tomorrow weather what
amuse me with something funny,Default Fallback Intent,amuse me with something funny,amuse funny someth with
what time is it in tokyo,Default Fallback Intent,what time is it in tokyo,in time tokyo what
who won the football last night,Default Fallback Intent,who won the football last night,football last night who won
what is the capital of portugal,Default Fallback Intent,what is the capital of portugal,capital portugal what
how do i make a lasagne,Default Fallback Intent,how do i make a lasagne,how lasagne make
book me a flight to dublin,Default Fallback Intent,book me a flight to dublin,book dublin flight
what is twelve times fourteen,Default Fallback Intent,what is twelve times fourteen,fourteen tim twelve what
read me the news headlines,Default Fallback Intent,read me the news headlines,headlin news read
how high is the tallest mountain on earth,Default Fallback Intent,how high is the tallest mountain on earth,earth high how mountain on tallest
define photosynthesis,Default Fallback Intent,define photosynthesis,define photosynthesi
what is the exchange rate for euros,Default Fallback Intent,what is the exchange rate for euros,euro exchange rate what
sing me a song,Default Fallback Intent,sing me a song,sing song
how do i change a flat tyre,Default Fallback Intent,how do i change a flat tyre,change flat how tyre
make the washing machine stop beeping,Default Fallback Intent,make the washing machine stop beeping,beep machine make stop wash
switch the tumble dryer off,Default Fallback Intent,switch the tumble dryer off,dryer off switch tumble
turn the tumble dryer down,Default Fallback Intent,turn the tumble dryer down,down dryer tumble turn
why is the kitchen radio making that noise,Default Fallback Intent,why is the kitchen radio making that noise,kitchen mak noise radio why
the baby monitor is too loud,Default Fallback Intent,the baby monitor is too loud,baby loud monitor too
turn the computer speakers up,Default Fallback Intent,turn the computer speakers up,computer speaker turn up
can you silence the smart speaker,Default Fallback Intent,can you silence the smart speaker,silence smart speaker
turn the smart speaker up,Default Fallback Intent,turn the smart speaker up,smart speaker turn up
make the landline stop beeping,Default Fallback Intent,make the landline stop beeping,beep landline make stop
turn the oven timer down,Default Fallback Intent,turn the oven timer down,down oven timer turn
turn the doorbell down,Default Fallback Intent,turn the doorbell down,doorbell down turn
turn the dishwasher up,Default Fallback Intent,turn the dishwasher up,dishwasher turn up
switch the dishwasher off,Default Fallback Intent,switch the dishwasher off,dishwasher off switch
turn the games console up,Default Fallback Intent,turn the games console up,console gam turn up
the extractor fan is too loud,Default Fallback Intent,the extractor fan is too loud,extractor fan loud too
can you silence the smoke alarm,Default Fallback Intent,can you silence the smoke alarm,alarm silence smoke
the games console is too loud,Default Fallback Intent,the games console is too loud,console gam loud too
switch the alarm clock off,Default Fallback Intent,switch the alarm clock off,alarm clock off switch
make the microwave stop beeping,Default Fallback Intent,make the microwave stop beeping,beep make microwave stop
can you silence the kitchen radio,Default Fallback Intent,can you silence the kitchen radio,kitchen radio silence
switch the landline off,Default Fallback Intent,switch the landline off,landline off switch
make the doorbell stop beeping,Default Fallback Intent,make the doorbell stop beeping,beep doorbell make stop
switch the microwave off,Default Fallback Intent,switch the microwave off,microwave off switch
why is the washing machine making that noise,Default Fallback Intent,why is the washing machine making that noise,machine mak noise wash why
make the alarm clock stop beeping,Default Fallback Intent,make the alarm clock stop beeping,alarm beep clock make stop
why is the landline making that noise,Default Fallback Intent,why is the landline making that noise,landline mak noise why
switch the oven timer off,Default Fallback Intent,switch the oven timer off,off oven switch timer
turn the baby monitor down,Default Fallback Intent,turn the baby monitor down,baby down monitor turn
turn the games console down,Default Fallback Intent,turn the games console down,console down gam turn
turn the computer speakers down,Default Fallback Intent,turn the computer speakers down,computer down speaker turn
can you silence the games console,Default Fallback Intent,can you silence the games console,console gam silence
turn the alarm clock down,Default Fallback Intent,turn the alarm clock down,alarm clock down turn
can you silence the microwave,Default Fallback Intent,can you silence the microwave,microwave silence
turn the extractor fan up,Default Fallback Intent,turn the extractor fan up,extractor fan turn up
turn the microwave down,Default Fallback Intent,turn the microwave down,down microwave turn
the oven timer is too loud,Default Fallback Intent,the oven timer is too loud,loud oven timer too
why is the games console making that noise,Default Fallback Intent,why is the games console making that noise,console gam mak noise why
the dishwasher is too loud,Default Fallback Intent,the dishwasher is too loud,dishwasher loud too
why is the microwave making that noise,Default Fallback Intent,why is the microwave making that noise,mak microwave noise why
make the computer speakers stop beeping,Default Fallback Intent,make the computer speakers stop beeping,beep computer make speaker stop
the landline is too loud,Default Fallback Intent,the landline is too loud,landline loud too
the kitchen radio is too loud,Default Fallback Intent,the kitchen radio is too loud,kitchen loud radio too
why is the dishwasher making that noise,Default Fallback Intent,why is the dishwasher making that noise,dishwasher mak noise why
switch the computer speakers off,Default Fallback Intent,switch the computer speakers off,computer off speaker switch
make the baby monitor stop beeping,Default Fallback Intent,make the baby monitor stop beeping,baby beep make monitor stop
turn on the hallway lights,Default Fallback Intent,turn on the hallway lights,hallway light on turn
turn off the bedroom lights,Default Fallback Intent,turn off the bedroom lights,bedroom light off turn
close the blinds,Default Fallback Intent,close the blinds,blind close
open the blinds,Default Fallback Intent,open the blinds,blind open
put the heating on for an hour,Default Fallback Intent,put the heating on for an hour,heat hour on put
turn the heating down,Default Fallback Intent,turn the heating down,down heat turn
set the thermostat to twenty degrees,Default Fallback Intent,set the thermostat to twenty degrees,degre set thermostat twenty
is the front door locked,Default Fallback Intent,is the front door locked,door front lock
has the kettle boiled,Default Fallback Intent,has the kettle boiled,boil has kettle
set the oven to one eighty,Default Fallback Intent,set the oven to one eighty,eighty one oven set
run the sprinklers tonight,Default Fallback Intent,run the sprinklers tonight,run sprinkler tonight
close the garage door for me,Default Fallback Intent,close the garage door for me,close door garage
put the fan on low,Default Fallback Intent,put the fan on low,fan low on put
leave the porch light on tonight,Default Fallback Intent,leave the porch light on tonight,leave light on porch tonight
what is my vitamin d level,Default Fallback Intent,what is my vitamin d level,d level vitamin what
log my hydration for today for the doctor,Default Fallback Intent,log my hydration for today for the doctor,doctor hydration log today
log my eyesight test result for the doctor,Default Fallback Intent,log my eyesight test result for the doctor,doctor eyesight log result test
log my blood pressure for the doctor,Default Fallback Intent,log my blood pressure for the doctor,blood doctor log pressure
log my breathing rate overnight for the doctor,Default Fallback Intent,log my breathing rate overnight for the doctor,breath doctor log overnight rate
can you tell me my peak flow reading,Default Fallback Intent,can you tell me my peak flow reading,flow peak read tell
what is my hydration for today,Default Fallback Intent,what is my hydration for today,hydration today what
has my blood pressure changed since last month,Default Fallback Intent,has my blood pressure changed since last month,blood chang has last month pressure since
has my last cholesterol test changed since last month,Default Fallback Intent,has my last cholesterol test changed since last month,chang cholesterol has last month since test
can you tell me my oxygen level,Default Fallback Intent,can you tell me my oxygen level,level oxygen tell
read me my breathing rate overnight,Default Fallback Intent,read me my breathing rate overnight,breath overnight rate read
has my peak flow reading changed since last month,Default Fallback Intent,has my peak flow reading changed since last month,chang flow has last month peak read since
show me my temperature,Default Fallback Intent,show me my temperature,show temperature
can you tell me my eyesight test result,Default Fallback Intent,can you tell me my eyesight test result,eyesight result tell test
can you tell me my temperature,Default Fallback Intent,can you tell me my temperature,tell temperature
what is my cholesterol,Default Fallback Intent,what is my cholesterol,cholesterol what
what is my eyesight test result,Default Fallback Intent,what is my eyesight test result,eyesight result test what
can you tell me my blood pressure,Default Fallback Intent,can you tell me my blood pressure,blood pressure tell
read me my oxygen level,Default Fallback Intent,read me my oxygen level,level oxygen read
show me my eyesight test result,Default Fallback Intent,show me my eyesight test result,eyesight result show test
show me my peak flow reading,Default Fallback Intent,show me my peak flow reading,flow peak read show
what is my blood sugar,Default Fallback Intent,what is my blood sugar,blood sugar what
has my breathing rate overnight changed since last month,Default Fallback Intent,has my breathing rate overnight changed since last month,breath chang has last month overnight rate since
read me my hydration for today,Default Fallback Intent,read me my hydration for today,hydration read today
log my temperature for the doctor,Default Fallback Intent,log my temperature for the doctor,doctor log temperature
can you tell me my resting temperature,Default Fallback Intent,can you tell me my resting temperature,rest tell temperature
log my last cholesterol test for the doctor,Default Fallback Intent,log my last cholesterol test for the doctor,cholesterol doctor last log test
read me my vitamin d level,Default Fallback Intent,read me my vitamin d level,d level read vitamin
can you tell me my blood sugar,Default Fallback Intent,can you tell me my blood sugar,blood sugar tell
read me my sleep score,Default Fallback Intent,read me my sleep score,read score sleep
can you tell me my sleep score,Default Fallback Intent,can you tell me my sleep score,score sleep tell
has my hydration for today changed since last month,Default Fallback Intent,has my hydration for today changed since last month,chang has hydration last month since today
log my sleep score for the doctor,Default Fallback Intent,log my sleep score for the doctor,doctor log score sleep
has my temperature changed since last month,Default Fallback Intent,has my temperature changed since last month,chang has last month since temperature
show me my breathing rate overnight,Default Fallback Intent,show me my breathing rate overnight,breath overnight rate show
what is my peak flow reading,Default Fallback Intent,what is my peak flow reading,flow peak read what
read me my blood sugar,Default Fallback Intent,read me my blood sugar,blood read sugar
show me my weight this week,Default Fallback Intent,show me my weight this week,show week weight
log my resting temperature for the doctor,Default Fallback Intent,log my resting temperature for the doctor,doctor log rest temperature
read me my eyesight test result,Default Fallback Intent,read me my eyesight test result,eyesight read result test
what is my oxygen level,Default Fallback Intent,what is my oxygen level,level oxygen what
can you tell me my cholesterol,Default Fallback Intent,can you tell me my cholesterol,cholesterol tell
show me my resting temperature,Default Fallback Intent,show me my resting temperature,rest show temperature
what is my breathing rate overnight,Default Fallback Intent,what is my breathing rate overnight,breath overnight rate what
can you tell me my last cholesterol test,Default Fallback Intent,can you tell me my last cholesterol test,cholesterol last tell test
give the district nurse a ring,Default Fallback Intent,give the district nurse a ring,district give nurse ring
give the pharmacy a ring,Default Fallback Intent,give the pharmacy a ring,give pharmacy ring
give my son at work a ring,Default Fallback Intent,give my son at work a ring,at give ring son work
put me through to the taxi company,Default Fallback Intent,put me through to the taxi company,company put taxi through
get the taxi company on the line,Default Fallback Intent,get the taxi company on the line,company get line on taxi
dial my daughter for me,Default Fallback Intent,dial my daughter for me,daughter dial
put me through to the pharmacy,Default Fallback Intent,put me through to the pharmacy,pharmacy put through
get my son at work on the line,Default Fallback Intent,get my son at work on the line,at get line on son work
give my daughter a ring,Default Fallback Intent,give my daughter a ring,daughter give ring
get the district nurse on the line,Default Fallback Intent,get the district nurse on the line,district get line nurse on
dial the pharmacy for me,Default Fallback Intent,dial the pharmacy for me,dial pharmacy
put me through to the district nurse,Default Fallback Intent,put me through to the district nurse,district nurse put through
call my son at work back,Default Fallback Intent,call my son at work back,at back call son work
dial the surgery for me,Default Fallback Intent,dial the surgery for me,dial surgery
give my brother a ring,Default Fallback Intent,give my brother a ring,brother give ring
get my brother on the line,Default Fallback Intent,get my brother on the line,brother get line on
give the taxi company a ring,Default Fallback Intent,give the taxi company a ring,company give ring taxi
put me through to my brother,Default Fallback Intent,put me through to my brother,brother put through
call my brother back,Default Fallback Intent,call my brother back,back brother call
dial the district nurse for me,Default Fallback Intent,dial the district nurse for me,dial district nurse
dial my son at work for me,Default Fallback Intent,dial my son at work for me,at dial son work
get the pharmacy on the line,Default Fallback Intent,get the pharmacy on the line,get line on pharmacy
call the district nurse back,Default Fallback Intent,call the district nurse back,back call district nurse
get the surgery on the line,Default Fallback Intent,get the surgery on the line,get line on surgery
put me through to the surgery,Default Fallback Intent,put me through to the surgery,put surgery through
give the surgery a ring,Default Fallback Intent,give the surgery a ring,give ring surgery
put me through to my son at work,Default Fallback Intent,put me through to my son at work,at put son through work
call my daughter back,Default Fallback Intent,call my daughter back,back call daughter
put me through to my daughter,Default Fallback Intent,put me through to my daughter,daughter put through
dial the taxi company for me,Default Fallback Intent,dial the taxi company for me,company dial taxi
get my daughter on the line,Default Fallback Intent,get my daughter on the line,daughter get line on
call the surgery back,Default Fallback Intent,call the surgery back,back call surgery
dial my brother for me,Default Fallback Intent,dial my brother for me,brother dial
call the taxi company back,Default Fallback Intent,call the taxi company back,back call company taxi
call the pharmacy back,Default Fallback Intent,call the pharmacy back,back call pharmacy
what is the wifi password here,Default Fallback Intent,what is the wifi password here,here password what wifi
how do i free up storage on my phone,Default Fallback Intent,how do i free up storage on my phone,free how on phone storage up
take a screenshot of this,Default Fallback Intent,take a screenshot of this,screenshot take
increase the font size on my screen,Default Fallback Intent,increase the font size on my screen,font increase on screen size
turn on the torch,Default Fallback Intent,turn on the torch,on torch turn
put my phone on aeroplane mode,Default Fallback Intent,put my phone on aeroplane mode,aeroplane mode on phone put
how many photos are on this phone,Default Fallback Intent,how many photos are on this phone,how many on phone photo
empty my downloads folder,Default Fallback Intent,empty my downloads folder,download empty folder
change my phone wallpaper,Default Fallback Intent,change my phone wallpaper,change phone wallpaper
install the latest system update,Default Fallback Intent,install the latest system update,install latest system update
why is my phone so slow today,Default Fallback Intent,why is my phone so slow today,phone slow today why
show me my recent downloads,Default Fallback Intent,show me my recent downloads,download recent show
where is the nearest chemist,Default Fallback Intent,where is the nearest chemist,chemist nearest where
what time does the pharmacy shut,Default Fallback Intent,what time does the pharmacy shut,does pharmacy shut time what
order me a taxi for four o'clock,Default Fallback Intent,order me a taxi for four o'clock,four o'clock order taxi
add milk to my shopping list,Default Fallback Intent,add milk to my shopping list,add list milk shopp
how much is a first class stamp now,Default Fallback Intent,how much is a first class stamp now,clas first how much now stamp
when does the post office open,Default Fallback Intent,when does the post office open,does office open post when
is the library open on a sunday,Default Fallback Intent,is the library open on a sunday,library on open sunday
book a table for two at seven,Default Fallback Intent,book a table for two at seven,at book seven table two
renew my prescription online,Default Fallback Intent,renew my prescription online,online prescription renew
