row,text,true_intent,pytorch_prediction,onnx_prediction,prediction_same,max_abs_logit_diff,mean_abs_logit_diff,cosine_similarity
1333,does mask mode help me hear masked voices,Help_MaskMode,Help_MaskMode,Help_MaskMode,True,2.3841858e-06,6.8375414e-07,0.9999998
1334,"alpha bail, again. swelling down in rio.",Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.66893e-06,4.5409328e-07,0.99999994
1335,can you have i reached my activity goal?,Cmd.ActivityAerobics,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.808377e-07,1.0
1336,how much longer do i need to stand?,Cmd.ActivityStand,Cmd.ActivityRun,Cmd.ActivityRun,True,2.1457672e-06,6.9368826e-07,1.0
1337,can you mute off,Cmd.VolumeUnmute,Cmd.VolumeMute,Cmd.VolumeMute,True,1.9073486e-06,3.6154924e-07,1.0000001
1338,i need a hand getting going,Help_Home,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.146129e-07,1.0
1339,how many burned calories today,Cmd.ActivityCalories,Cmd.ActivityCalories,Cmd.ActivityCalories,True,1.9073486e-06,5.067906e-07,1.0
1340,can you change program to office,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.744897e-07,1.0
1341,can you set program to number three,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,2.6786145e-07,1.0000001
1342,can you meeting program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.861023e-06,6.7996353e-07,1.0000002
1343,the program isn't right for where i am,Cmd.MemoryChange,Default Fallback Intent,Default Fallback Intent,True,3.0994415e-06,7.847945e-07,1.0000001
1344,please remember to wash the car in 4 hours,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,4.093571e-07,1.0
1345,track aerobics workout,Cmd.ActivityAerobics,Cmd.ActivityAerobics,Cmd.ActivityAerobics,True,1.66893e-06,6.297701e-07,1.0
1346,please set to music memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.0932443e-07,1.0000001
1347,can you start transcribe,Cmd.TranscribeStart,Cmd.TranscribeStart,Cmd.TranscribeStart,True,1.66893e-06,5.679434e-07,1.0
1348,change to mask mode memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,5.351347e-07,1.0
1349,please change to tinnitus memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,7.1525574e-07,2.401505e-07,1.0000001
1350,how do i change the volume on the aid?,Help_Volume,Help_Volume,Help_Volume,True,2.3841858e-06,7.123801e-07,1.0
1351,show me the user guide for translate,Help_Translate,Help_Translate,Help_Translate,True,2.861023e-06,8.836127e-07,1.0000001
1352,discover phone,Cmd.FindMyPhone,Cmd.FindMyPhone,Cmd.FindMyPhone,True,1.9073486e-06,4.795821e-07,1.0000001
1353,can you switch to home,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.2827767e-07,1.0000001
1354,please remind me to drink water in 10 minutes,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,4.806278e-07,1.0
1355,how will i know if i've received new hearing aid settings?,Help_RemoteProgramming,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,6.5172975e-07,0.99999994
1356,cut the streamed audio to my aids,Cmd.StreamingStop,Cmd.StreamingStart,Cmd.StreamingStart,True,1.66893e-06,4.632431e-07,1.0
1357,how do i see my walking goals?,Help_Health,Help_Health,Help_Health,True,1.9073486e-06,4.3618576e-07,0.99999994
1358,where do i see my beats per minute,Help_HeartRate,Default Fallback Intent,Default Fallback Intent,True,2.6226044e-06,9.003438e-07,1.0000001
1359,can you hearing aid volume on,Cmd.VolumeUnmute,Cmd.VolumeUnmute,Cmd.VolumeUnmute,True,2.026558e-06,5.7781216e-07,1.0
1360,how long have i been exercising,Cmd.ActivityExercise,Cmd.ActivityCycle,Cmd.ActivityCycle,True,1.4305115e-06,4.1556595e-07,1.0000001
1361,please change program to everyday,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,4.070288e-07,0.99999994
1362,how do i adjust my loudness of the tinnitus stimulus in the aids?,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.9073486e-06,6.237574e-07,1.0000001
1363,volume down,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.66893e-06,3.924299e-07,1.0000001
1364,unmute everything,Cmd.VolumeUnmute,Cmd.VolumeUnmute,Cmd.VolumeUnmute,True,4.2915344e-06,1.0964118e-06,1.0000001
1365,show me tinnitus settings,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.4305115e-06,4.4940398e-07,1.0
1366,make it quieter,Cmd.VolumeDecrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.9073486e-06,6.0362777e-07,1.0
1367,lhs lhs,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,5.178807e-07,1.0000001
1368,please so it goes back it goes back to the memory or in,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.615385e-07,1.0
1369,how do i start streaming from my tv streamer?,Help_Accessories,Help_Accessories,Help_Accessories,True,1.9073486e-06,5.4797715e-07,0.99999994
1370,log my exercise session,Cmd.ActivityExercise,Cmd.ActivityExercise,Cmd.ActivityExercise,True,2.861023e-06,6.676766e-07,1.0
1371,switch program to auditorium,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.977945e-07,0.99999994
1372,can you set to train memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,3.6109174e-07,0.99999994
1373,can i assign a location to a memory?,Help_MemoryOptions,Help_MemoryOptions,Help_MemoryOptions,True,2.861023e-06,7.805137e-07,1.0
1374,please set to car program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,4.7255634e-07,0.99999994
1375,please change to train memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.243563e-07,1.0000001
1376,how does heart rate work?,Help_HeartRate,Help_HeartRate,Help_HeartRate,True,2.861023e-06,7.617892e-07,1.0000001
1377,can you remind me in 15 minutes to go to the bar,reminders.add,reminders.add,reminders.add,True,2.3841858e-06,5.0507094e-07,1.0
1378,how do i insert my right hearing aids into my ears?,Help_InsertDevice,Help_InsertDevice,Help_InsertDevice,True,2.861023e-06,6.2689446e-07,1.0
1379,i want to record a run,Cmd.ActivityRun,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.03411e-07,1.0
1380,help with changing memories using the app,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,1.4305115e-06,5.539572e-07,0.9999998
1381,thrive translate help,Help_Translate,Help_Translate,Help_Translate,True,2.861023e-06,7.4505806e-07,0.99999994
1382,show me demo mode,Help_DemoMode,Help_DemoMode,Help_DemoMode,True,1.9073486e-06,3.826592e-07,1.0
1383,please score of the twins game,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,8.446606e-07,1.0000001
1384,how do i change to a different memory on my aids?,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,1.9073486e-06,7.097005e-07,1.0000001
1385,volume off,Cmd.VolumeMute,Cmd.VolumeMute,Cmd.VolumeMute,True,2.861023e-06,5.7121116e-07,1.0
1386,battery left,Cmd.BatteryLevel,Cmd.BatteryLevel,Cmd.BatteryLevel,True,1.4305115e-06,4.135726e-07,1.0
1387,can my hearing aids self check,Help_SelfCheck,Help_SelfCheck,Help_SelfCheck,True,1.66893e-06,5.216714e-07,1.0000001
1388,can you telephone setting,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.66893e-06,3.340017e-07,1.0
1389,remind me about the teacher meeting on friday,reminders.add,reminders.add,reminders.add,True,2.3841858e-06,7.4208435e-07,0.9999999
1390,please help with tinnitus masker adjustments,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.9073486e-06,4.269052e-07,0.99999994
1391,can you set to personal program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.5265546e-07,0.99999994
1392,how do i stop streaming from the accessories?,Help_Accessories,Help_Accessories,Help_Accessories,True,2.861023e-06,7.119879e-07,1.0
1393,teach me how to use this,Help_Home,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,7.43947e-07,1.0
1394,can you everyday is exciting,Default Fallback Intent,reminders.add,reminders.add,True,1.9222498e-06,7.0885085e-07,0.99999994
1395,information on the brain score,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,1.9073486e-06,5.2729195e-07,1.0
1396,what you can check in,Default Fallback Intent,Cmd.TranslationStart,Cmd.TranslationStart,True,2.861023e-06,9.75634e-07,0.9999999
1397,please help with pairing the aids,Help_Pairing,Help_Pairing,Help_Pairing,True,1.9073486e-06,4.282123e-07,1.0
1398,switch to speech,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.2919265e-07,1.0
1399,please set memory to restaurant,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.8628647e-07,0.99999994
1400,can you make volume off,Cmd.VolumeMute,Cmd.VolumeMute,Cmd.VolumeMute,True,2.3841858e-06,5.4140884e-07,1.0
1401,can you make my aids listen to the remote microphone,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,2.3841858e-06,5.395789e-07,1.0000001
1402,remind me to pick up prescription today at 5 p.m.,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,6.2199274e-07,1.0
1403,remind me to go to the doctor,reminders.add,reminders.add,reminders.add,True,3.8146973e-06,7.2205785e-07,1.0
1404,how many steps until my goal,Cmd.ActivityStep,Cmd.ActivityStep,Cmd.ActivityStep,True,3.33786e-06,9.395574e-07,1.0000001
1405,how do i change my battery?,Help_Battery,Help_Battery,Help_Battery,True,2.861023e-06,6.972175e-07,0.9999999
1406,switch program to two,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.3113022e-06,3.0364384e-07,1.0
1407,what do i need to know about this new app?,Help_WhatsNew,Help_Home,Help_Home,True,1.9073486e-06,4.4942033e-07,0.99999994
1408,steps to pair my devices,Help_Pairing,Help_Pairing,Help_Pairing,True,1.9073486e-06,6.640167e-07,1.0000001
1409,show help guide for thrive,Help_ThriveScore,Help_MaskMode,Help_MaskMode,True,1.4305115e-06,4.8337273e-07,1.0000001
1410,can you office memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.0916106e-07,1.0
1411,can you complete reminder,reminders.complete,reminders.complete,reminders.complete,True,2.3841858e-06,5.3051895e-07,1.0000001
1412,what does this app do,Help_Home,Help_Home,Help_Home,True,1.9073486e-06,6.250645e-07,1.0
1413,set program to kitchen,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.7005086e-07,1.0000001
1414,how do i use mask mode,Help_MaskMode,Help_MaskMode,Help_MaskMode,True,1.9073486e-06,3.9971712e-07,1.0
1415,can you nothing i can share publicly,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,7.00616e-07,1.0
1416,check them off like pink lady,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.365018e-07,1.0
1417,can you adidas women boots,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.66893e-06,5.142208e-07,1.0000001
1418,please remind me to get groceries every month on the 15th at 1 p.m.,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,4.1762056e-07,1.0000001
1419,bring the audio back,Cmd.VolumeUnmute,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.4305115e-06,4.931598e-07,1.0000001
1420,can you switch memory to golf,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.5497208e-06,5.5878536e-07,0.9999999
1421,can you turn down the volume,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.4305115e-06,5.0167245e-07,1.0
1422,please switch to telephone,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.4729626e-07,1.0000001
1423,can you decrease the right hearing aid,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,2.861023e-06,5.7722394e-07,1.0
1424,what's new in the engage app?,Help_WhatsNew,Help_WhatsNew,Help_WhatsNew,True,4.7683716e-06,6.5715426e-07,1.0
1425,work setting,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.469095e-07,1.0000001
1426,can you talking about my daughter,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.6226044e-06,8.779921e-07,1.0
1427,change to quiet memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.371061e-07,0.99999994
1428,where do i find my heart rate?,Help_HeartRate,Help_HeartRate,Help_HeartRate,True,1.9073486e-06,5.8460915e-07,0.99999994
1429,people sound muffled and faint,Cmd.VolumeIncrease,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.364571e-07,1.0
1430,can you 328 cedar falls,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.9395506e-07,1.0000001
1431,can you change to television memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,5.483366e-07,0.99999994
1432,explain when to use mask mode,Help_MaskMode,Help_MaskMode,Help_MaskMode,True,1.9073486e-06,5.002346e-07,1.0
1433,can you lost phone,Cmd.FindMyPhone,Cmd.FindMyPhone,Cmd.FindMyPhone,True,2.3841858e-06,3.9739697e-07,1.0
1434,can you generative ai,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.116065e-07,0.99999994
1435,can i use a clip on microphone,Help_Accessories,Help_MaskMode,Help_MaskMode,True,1.9073486e-06,6.3329935e-07,1.0
1436,please change memory to meeting,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.197214e-07,1.0
1437,how do i know if i need hearing aids,Default Fallback Intent,Help_VoiceAssistant,Help_VoiceAssistant,True,2.1755695e-06,7.00616e-07,0.99999994
1438,capture this as a reminder,reminders.add,reminders.add,reminders.add,True,2.3841858e-06,5.991835e-07,0.99999994
1439,can you change memory to crowd,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.1121976e-07,1.0
1440,why is my left hearing aid not paired,Help_Pairing,Help_Pairing,Help_Pairing,True,2.861023e-06,7.243402e-07,1.0000001
1441,how do i switch programs,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,1.9073486e-06,5.9889044e-07,0.99999994
1442,switch program to mask,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.66893e-06,3.8141744e-07,1.0
1443,can you i lost my other hearing aid,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,1.9073486e-06,5.6441417e-07,1.0
1444,can you play hank williams junior,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,4.2788554e-07,1.0
1445,please turn down my right aid,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,2.3841858e-06,6.9172756e-07,1.0000001
1446,can you list items not working,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.9369364e-07,1.0
1447,what's my power level,Cmd.BatteryLevel,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,6.4101135e-07,1.0000001
1448,can i change the name of my remote mic?,Help_Accessories,Help_Accessories,Help_Accessories,True,3.8146973e-06,7.9420573e-07,1.0
1449,can you go up in volume,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,2.3841858e-06,7.966484e-07,1.0000001
1450,is my aid connected?,Help_Pairing,Help_FindMyHearingAids,Help_FindMyHearingAids,True,3.33786e-06,8.704108e-07,1.0000001
1451,tell me my messages,Cmd.ListenMessage,Cmd.ActivityExercise,Cmd.ActivityExercise,True,2.861023e-06,5.7121116e-07,0.99999994
1452,switch program to telephone,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.8040443e-07,1.0000001
1453,my left aid is missing,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,1.4305115e-06,4.7788285e-07,0.99999994
1454,switch to quiet program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.9047052e-07,1.0
1455,nudge me to stretch in an hour,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,5.243509e-07,0.9999998
1456,please turn the volume down,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.9073486e-06,6.33234e-07,1.0000001
1457,can you switch to noise,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.6164727e-07,1.0000001
1458,remind me to leave at noon,reminders.add,reminders.add,reminders.add,True,2.861023e-06,5.5212723e-07,1.0000001
1459,can you change program to automatic,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,4.3808106e-07,1.0
1460,how do i adjust the loudness on my transmitter?,Help_WiCROS,Help_Volume,Help_Volume,True,1.9073486e-06,5.207564e-07,0.99999994
1461,how do i turn down the volume in the aids?,Help_Volume,Help_Volume,Help_Volume,True,1.9073486e-06,4.938951e-07,0.9999999
1462,what does the share listening feature do,Help_HearShare,Help_Reminder,Help_Reminder,True,1.9073486e-06,4.9435255e-07,1.0
1463,switch to automatic program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.1951998e-07,0.99999994
1464,what's my calorie burn today,Cmd.ActivityCalories,Cmd.ActivityCalories,Cmd.ActivityCalories,True,1.4305115e-06,5.076852e-07,1.0
1465,show my heart rate recovery trend,Help_HeartRateRecovery,Help_HeartRateRecovery,Help_HeartRateRecovery,True,2.3841858e-06,6.6087955e-07,1.0000002
1466,remember to take medicine next thursday at 4 p.m.,reminders.add,reminders.add,reminders.add,True,3.5762787e-06,9.338061e-07,1.0
1467,how do i delete the hearing aids from the phone?,Help_Pairing,Help_Pairing,Help_Pairing,True,1.4305115e-06,5.918637e-07,1.0000001
1468,stop the broadcast to my hearing aids,Cmd.StreamingStop,Cmd.StreamingStop,Cmd.StreamingStop,True,1.9073486e-06,5.9376714e-07,1.0
1469,where did i leave my left hearing aid?,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,3.8146973e-06,9.496876e-07,1.0
1470,how do i make it louder?,Help_Volume,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.7454434e-07,1.0
1471,the noise is pounding my ears,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.9073486e-06,5.946086e-07,1.0
1472,please reminder user guide,Help_Reminder,reminders.add,reminders.add,True,1.9073486e-06,5.3993836e-07,0.99999994
1473,people sound too soft,Cmd.VolumeIncrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.1920929e-06,3.2351204e-07,0.9999999
1474,when using my iphone,Default Fallback Intent,Help_ChangingMemories,Help_ChangingMemories,True,3.33786e-06,9.897508e-07,1.0
1475,can you remind me to have a dinner every sunday at 8 a.m.,reminders.add,reminders.add,reminders.add,True,2.861023e-06,5.448727e-07,1.0
1476,i don't understand their foreign language,Cmd.TranslationStart,Default Fallback Intent,Default Fallback Intent,True,1.66893e-06,6.9042045e-07,0.9999998
1477,please set to office program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,7.1525574e-07,2.6093372e-07,1.0
1478,what caused the fall of rome,Default Fallback Intent,Help_FallAlert,Help_FallAlert,True,1.9073486e-06,6.6349384e-07,1.0
1479,what does demo mode do,Help_DemoMode,Help_DemoMode,Help_DemoMode,True,2.3841858e-06,5.421278e-07,0.9999999
1480,voice assistant help please,Help_VoiceAssistant,Help_VoiceAssistant,Help_VoiceAssistant,True,1.9073486e-06,5.076852e-07,0.99999994
1481,what are the main features,Help_Home,Help_Home,Help_Home,True,1.9073486e-06,5.2895854e-07,0.99999994
1482,outdoors memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.722676e-07,1.0
1483,please remind me on thursday,reminders.add,reminders.add,reminders.add,True,2.1457672e-06,5.9807246e-07,0.99999994
1484,switch program to television,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,2.9697753e-07,1.0
1485,please help with white noise adjustments in my aid,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.9073486e-06,4.729158e-07,1.0000001
1486,give me so much i don't know it's another problem,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.9670003e-07,0.99999994
1487,log a cycling session,Cmd.ActivityCycle,Cmd.ActivityCycle,Cmd.ActivityCycle,True,3.33786e-06,6.666636e-07,1.0000001
1488,i can't hear very well,Cmd.VolumeIncrease,Help_Transcribe,Help_Transcribe,True,3.33786e-06,6.446713e-07,1.0
1489,create a daily reminder to take medication at 5 p.m.,reminders.add,reminders.add,reminders.add,True,2.861023e-06,6.8375414e-07,1.0000001
1490,please shelley my phone,Default Fallback Intent,Cmd.FindMyPhone,Cmd.FindMyPhone,True,1.9073486e-06,5.995675e-07,1.0
1491,how do i diagnose a problem with my aids,Help_SelfCheck,Help_Battery,Help_Battery,True,2.861023e-06,9.217806e-07,0.9999998
1492,what's on the health dashboard,Help_Health,Help_Health,Help_Health,True,1.9073486e-06,4.6162555e-07,0.9999999
1493,can i improve my heart rate recovery?,Help_HeartRateRecovery,Help_HeartRateRecovery,Help_HeartRateRecovery,True,1.9073486e-06,5.526501e-07,1.0
1494,thanks so much,Default Fallback Intent,Cmd.BatteryLevel,Cmd.BatteryLevel,True,1.4305115e-06,5.777304e-07,1.0
1495,can you at home,Default Fallback Intent,reminders.add,reminders.add,True,2.1457672e-06,6.40464e-07,1.0000001
1496,car memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,4.0860553e-07,0.99999994
1497,we expect an update,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.1787534e-07,0.99999994
1498,setup reminder,reminders.add,reminders.complete,reminders.complete,True,1.9073486e-06,7.3094117e-07,1.0
1499,how would i know if an alert text message is canceled?,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,2.3841858e-06,6.072877e-07,1.0
1500,how do i locate my right hearing aid?,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,3.33786e-06,7.3767285e-07,1.0000001
1501,can you set reminder about dog walking repeat it everyday at 9 a.m.,reminders.add,reminders.add,reminders.add,True,1.7285347e-06,6.274827e-07,1.0
1502,begin a bike ride,Cmd.ActivityCycle,Cmd.BatteryLevel,Cmd.BatteryLevel,True,1.66893e-06,4.7265436e-07,1.0000001
1503,can you add reminder for meeting,reminders.add,reminders.add,reminders.add,True,4.7683716e-06,5.985953e-07,0.99999994
1504,please i need to unpair my hearing aids from my phone,Help_Pairing,Help_FindMyHearingAids,Help_FindMyHearingAids,True,2.4437904e-06,8.400795e-07,1.0000001
1505,please remember when they are unloading the truck you get exasperated,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,9.536743e-07,3.354722e-07,1.0000001
1506,test drive the app,Help_DemoMode,Cmd.StreamingStop,Cmd.StreamingStop,True,1.9073486e-06,4.9958106e-07,1.0
1507,hey send a message,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,1.9073486e-06,5.505424e-07,1.0
1508,show me my calorie burn,Cmd.ActivityCalories,Cmd.ActivityCalories,Cmd.ActivityCalories,True,2.861023e-06,7.71756e-07,1.0000001
1509,self check help please,Help_SelfCheck,Help_SelfCheck,Help_SelfCheck,True,3.33786e-06,6.630036e-07,1.0
1510,can you turn body off,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,4.6559592e-07,1.0
1511,explain the program options,Help_MemoryOptions,Help_MemoryOptions,Help_MemoryOptions,True,1.9073486e-06,5.189264e-07,1.0
1512,please help for tele hear,Help_HearingCareAnywhereConnect,Cmd.ActivityCalories,Cmd.ActivityCalories,True,3.33786e-06,6.6179456e-07,1.0
1513,what's the model of my aids?,Help_DeviceSettings,Help_DeviceSettings,Help_DeviceSettings,True,2.3841858e-06,9.2204203e-07,1.0000001
1514,please turn on this is my life,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.6323773e-07,1.0
1515,please turn off mute,Cmd.VolumeUnmute,Cmd.VolumeMute,Cmd.VolumeMute,True,1.7285347e-06,4.5801463e-07,1.0000001
1516,can you i lost my hearing aids. can you help me find them?,Help_FindMyHearingAids,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,8.589735e-07,1.0
1517,i can't find my right aid,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,3.8146973e-06,6.67023e-07,1.0
1518,please switch program to personal,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.8363415e-07,1.0000001
1519,make another reminder,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,4.3984568e-07,1.0
1520,what is dnn speech enhancement,Help_IntelliVoice,Help_IntelliVoice,Help_IntelliVoice,True,1.9073486e-06,4.9670535e-07,1.0
1521,how do i increase my thrive score?,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,2.1457672e-06,5.560486e-07,1.0000001
1522,transcribe what i'm hearing,Cmd.TranscribeStart,Help_Transcribe,Help_Transcribe,True,2.3841858e-06,7.0074674e-07,1.0
1523,rain. the the app me,Default Fallback Intent,Help_Home,Help_Home,True,1.9073486e-06,5.203642e-07,1.0000001
1524,how does telehear work,Help_HearingCareAnywhereConnect,Default Fallback Intent,Default Fallback Intent,True,3.5762787e-06,7.147002e-07,1.0
1525,how do i turn on intellivoice,Help_IntelliVoice,Help_IntelliVoice,Help_IntelliVoice,True,1.9073486e-06,6.0441204e-07,1.0000001
1526,stream this to my aids,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,2.3841858e-06,5.931054e-07,0.9999999
1527,tone the loudness down,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.66893e-06,5.2520056e-07,1.0000001
1528,i need help pairing to the phone,Help_Pairing,Help_Pairing,Help_Pairing,True,1.4603138e-06,6.261102e-07,1.0
1529,remember to vitamin d at 7 p.m. every day,reminders.add,reminders.add,reminders.add,True,3.33786e-06,8.088128e-07,1.0
1530,do my aids measure bpm,Help_HeartRate,Help_MaskMode,Help_MaskMode,True,2.861023e-06,7.3558147e-07,1.0
1531,how to do intelligent voice,Help_IntelliVoice,Help_IntelliVoice,Help_IntelliVoice,True,2.861023e-06,5.4258527e-07,1.0000001
1532,how would i intercept a manual alert text?,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,2.861023e-06,6.872834e-07,1.0
1533,can you i've lost my hearing aids,Help_FindMyHearingAids,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.086602e-07,0.9999999
1534,please help with tinnitus masker adjustments in my hearing aid,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.9073486e-06,5.3565753e-07,1.0
