text,intent,source,rejected_intent,family,held_out,symptom,axis,role
er how can i demo my fall alert indicator,Help_FallAlert,F5_stt:filler+drop_plural,,,,,,
um switch golf,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
er pleasehelp with remote mic,Help_Accessories,F5_stt:merge_boundary+filler,,,,,,
remind me to go tothe doctor,reminders.add,F5_stt:merge_boundary+drop_function_word,,,,,,
um am i close empty,Cmd.BatteryLevel,F5_stt:filler+drop_function_word,,,,,,
uh please switch program to mast,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
er i need you to remind,reminders.add,F5_stt:filler+truncate_tail,,,,,,
uh nothing i share publicly,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
can you switchprogram to number,Cmd.MemoryChange,F5_stt:merge_boundary+truncate_tail,,,,,,
can youchange pro gram to number four,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
uh onkyo receiver,Default Fallback Intent,F5_stt:filler,,,,,,
can you who has the best chinese food in sioux,Default Fallback Intent,F5_stt:drop_plural+truncate_tail,,,,,,
i cannot find hearing,Help_FindMyHearingAids,F5_stt:truncate_tail+drop_function_word,,,,,,
er please i cannot find my hearing,Help_FindMyHearingAids,F5_stt:truncate_tail+filler,,,,,,
um master memery,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
how doi enable mask,Help_MaskMode,F5_stt:truncate_tail+merge_boundary,,,,,,
er help meuse hearshare,Help_HearShare,F5_stt:merge_boundary+filler,,,,,,
remind me that i have doctor's,reminders.add,F5_stt:truncate_tail+drop_function_word,,,,,,
change pro gram television,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
remind me everyday to read a book at 6 p,reminders.add,F5_stt:drop_function_word+truncate_tail,,,,,,
log aerobicssession,Cmd.ActivityAerobics,F5_stt:drop_function_word+merge_boundary,,,,,,
imisplaced aid,Help_FindMyHearingAids,F5_stt:drop_function_word+merge_boundary,,,,,,
turn off the volumein my left hearing aide,Cmd.VolumeMute,F5_stt:merge_boundary+homophone,,,,,,
um speech setting,Cmd.MemoryChange,F5_stt:filler,,,,,,
can youlocate hearing aid,Help_FindMyHearingAids,F5_stt:drop_function_word+merge_boundary,,,,,,
um take me quick start,Help_WhatsNew,F5_stt:filler+drop_function_word,,,,,,
how will i know when herring care specialist adjusted my hearing aid,Help_RemoteProgramming,F5_stt:drop_function_word+homophone,,,,,,
um i cannot hearthe speaker well,Cmd.VolumeIncrease,F5_stt:filler+merge_boundary,,,,,,
are you guys working from home now or you in,Default Fallback Intent,F5_stt:merge_boundary+truncate_tail,,,,,,
uh help with changing memorie using my thrive app,Help_ChangingMemories,F5_stt:drop_plural+filler,,,,,,
can loud music cause tinnitu,Help_Tinnitus,F5_stt:truncate_tail+drop_plural,,,,,,
can you provincial hearin this is waiting to see how can i help,Default Fallback Intent,F5_stt:truncate_tail+homophone,,,,,,
fire offa text to a,Cmd.SendMessage,F5_stt:merge_boundary+truncate_tail,,,,,,
umi already did that one clear it,reminders.complete,F5_stt:filler+merge_boundary,,,,,,
um stepcount please,Cmd.ActivityStep,F5_stt:merge_boundary+filler,,,,,,
uh drop a messege,Cmd.SendMessage,F5_stt:homophone+filler,,,,,,
er what does shared listening,Help_HearShare,F5_stt:filler+truncate_tail,,,,,,
how doi turn off mask,Help_MaskMode,F5_stt:merge_boundary+truncate_tail,,,,,,
can self check userguide,Help_SelfCheck,F5_stt:merge_boundary+drop_function_word,,,,,,
helpwith poor audio from my 8s,Help_DeviceSettings,F5_stt:homophone+merge_boundary,,,,,,
i cannot find my right,Help_FindMyHearingAids,F5_stt:homophone+truncate_tail,,,,,,
guide me onrunning a device,Help_SelfCheck,F5_stt:truncate_tail+merge_boundary,,,,,,
pleasechange to school memery,Cmd.MemoryChange,F5_stt:merge_boundary+homophone,,,,,,
um text a contact with news,Cmd.SendMessage,F5_stt:drop_function_word+filler,,,,,,
uh you train memory,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
please i need to disconnect my hearing aidfrom phone,Help_Pairing,F5_stt:merge_boundary+drop_function_word,,,,,,
what does engagement scoremean,Help_ThriveScore,F5_stt:drop_function_word+merge_boundary,,,,,,
switch to automatic memery,Cmd.MemoryChange,F5_stt:homophone+drop_function_word,,,,,,
uh how do i see how many stepped i walked today,Help_Health,F5_stt:filler+homophone,,,,,,
can tern on first plug,Default Fallback Intent,F5_stt:drop_function_word+homophone,,,,,,
er begin recording,Cmd.TranscribeStart,F5_stt:filler,,,,,,
can you help me change tinnitu pro gram,Help_Tinnitus,F5_stt:drop_plural+homophone,,,,,,
er remember wash my car,reminders.add,F5_stt:filler+drop_function_word,,,,,,
um please setto golf program,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
uh that reminder complete,reminders.complete,F5_stt:filler+drop_function_word,,,,,,
canyou my hearing 8s have too much treble,Help_Customize,F5_stt:merge_boundary+homophone,,,,,,
er where do i cancel a fall alert text,Help_FallAlert,F5_stt:truncate_tail+filler,,,,,,
um show me my heart rate,Help_HeartRate,F5_stt:truncate_tail+filler,,,,,,
what isthe ringing in my,Help_Tinnitus,F5_stt:merge_boundary+truncate_tail,,,,,,
um where do i see myreminders,Help_Reminder,F5_stt:merge_boundary+filler,,,,,,
can you remind me to get groceries every month on 15th at 1 p m,reminders.add,F5_stt:homophone+drop_function_word,,,,,,
er help with pairingmy aids,Help_Pairing,F5_stt:merge_boundary+filler,,,,,,
um show help guidefor kind,Help_ThriveScore,F5_stt:merge_boundary+filler,,,,,,
i am seated in a crowded,Cmd.MemoryChange,F5_stt:merge_boundary+truncate_tail,,,,,,
can you turn down the volume on thehearing,Cmd.VolumeDecrease,F5_stt:truncate_tail+merge_boundary,,,,,,
um can you sorry i did not give you a,Default Fallback Intent,F5_stt:truncate_tail+filler,,,,,,
what did my contact sendme,Cmd.ListenMessage,F5_stt:merge_boundary+drop_plural,,,,,,
how do i show the app without hearing,Help_DemoMode,F5_stt:homophone+truncate_tail,,,,,,
explain how myaudiologist tunes me,Help_RemoteProgramming,F5_stt:merge_boundary+truncate_tail,,,,,,
um startremote streaming,Cmd.StreamingStart,F5_stt:filler+merge_boundary,,,,,,
umhow do i get a better body score,Help_ThriveScore,F5_stt:filler+merge_boundary,,,,,,
pleaseplease diagnose my herring aids,Help_SelfCheck,F5_stt:homophone+merge_boundary,,,,,,
uh voice assistant helpplease,Help_VoiceAssistant,F5_stt:merge_boundary+filler,,,,,,
and if the size is little side street they sent angels,Default Fallback Intent,F5_stt:truncate_tail+drop_function_word,,,,,,
uh can direction of the sound,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
er please remember to take medicine today at 5 p,reminders.add,F5_stt:filler+truncate_tail,,,,,,
uh help withmemory presets,Help_MemoryOptions,F5_stt:merge_boundary+filler,,,,,,
uh self checkhelp,Help_SelfCheck,F5_stt:merge_boundary+filler,,,,,,
er can you turn lights off,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
decrease value in myhearing aids,Cmd.VolumeDecrease,F5_stt:merge_boundary+homophone,,,,,,
um what is new in this,Help_WhatsNew,F5_stt:filler+truncate_tail,,,,,,
how do i wash herring aid,Help_CleanCare,F5_stt:homophone+drop_function_word,,,,,,
er pleaseset to mute memory,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
um scream,Cmd.StreamingStart,F5_stt:filler+homophone,,,,,,
what the voice assistantdo,Help_VoiceAssistant,F5_stt:drop_function_word+merge_boundary,,,,,,
can you remind me book a parking spot formy carnival cruise,reminders.add,F5_stt:merge_boundary+drop_function_word,,,,,,
er help with tinnitus volum adjustments on my aids,Help_Tinnitus,F5_stt:homophone+filler,,,,,,
the sound battering my,Cmd.VolumeDecrease,F5_stt:truncate_tail+drop_function_word,,,,,,
um let me recordsomething for someone,Cmd.SendMessage,F5_stt:merge_boundary+filler,,,,,,
switch memery to number three,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
please where's google fone,Cmd.FindMyPhone,F5_stt:homophone+drop_function_word,,,,,,
re mind me about the parent teacher meeting on friday,reminders.add,F5_stt:drop_function_word+homophone,,,,,,
re mind me totake medicine next thursday at 4 p m,reminders.add,F5_stt:homophone+merge_boundary,,,,,,
er this isoverwhelming,Cmd.VolumeDecrease,F5_stt:filler+merge_boundary,,,,,,
um can you re mind me i have a doctor's appointment,reminders.add,F5_stt:filler+homophone,,,,,,
er canyou yearly,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
i use the app withouta hearing aid,Help_DemoMode,F5_stt:drop_function_word+merge_boundary,,,,,,
can pro gram one,Cmd.MemoryChange,F5_stt:homophone+drop_function_word,,,,,,
uh minsound,Cmd.VolumeDecrease,F5_stt:filler+merge_boundary,,,,,,
uh it is bothering about the fit,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
uh locate iphone,Cmd.FindMyPhone,F5_stt:filler,,,,,,
reduce wind noisein tough condition,Help_EdgeMode,F5_stt:merge_boundary+drop_plural,,,,,,
how do i change loudnes on just one aid,Help_Volume,F5_stt:drop_plural+drop_function_word,,,,,,
can you hello just a hearing aid the volume on my herring aids bye,Default Fallback Intent,F5_stt:homophone+truncate_tail,,,,,,
er add reminda,reminders.add,F5_stt:homophone+filler,,,,,,
hey google tern on the master lamps,Default Fallback Intent,F5_stt:homophone+drop_function_word,,,,,,
uh how many minutes have i been,Cmd.ActivityCycle,F5_stt:truncate_tail+filler,,,,,,
can just keep me that you,Default Fallback Intent,F5_stt:drop_function_word+truncate_tail,,,,,,
uh off value,Cmd.VolumeMute,F5_stt:homophone+filler,,,,,,
um help with thrivescore,Help_ThriveScore,F5_stt:merge_boundary+filler,,,,,,
uh batter e information,Cmd.BatteryLevel,F5_stt:filler+homophone,,,,,,
umcan you minimum volume,Cmd.VolumeDecrease,F5_stt:filler+merge_boundary,,,,,,
uhgolf setting,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
you havei stood an hour,Cmd.ActivityStand,F5_stt:merge_boundary+drop_function_word,,,,,,
uh what is new in this drive app,Help_WhatsNew,F5_stt:homophone+filler,,,,,,
can you change programme to,Cmd.MemoryChange,F5_stt:homophone+truncate_tail,,,,,,
uh please switch programto four,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
track my bpmon app,Help_HeartRate,F5_stt:drop_function_word+merge_boundary,,,,,,
uh go topersonal,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
stop listeningplease ask you a,Default Fallback Intent,F5_stt:truncate_tail+merge_boundary,,,,,,
uh can yousalsa on my left,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
uh what is new in my,Help_WhatsNew,F5_stt:filler+truncate_tail,,,,,,
er so that your hearing,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
er can you i cannot remember where my hearin aids are,Help_FindMyHearingAids,F5_stt:filler+homophone,,,,,,
you start translating infrench,Cmd.TranslationStart,F5_stt:merge_boundary+drop_function_word,,,,,,
set pro gramto three,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
please help with pairing hearing aids onthe fone,Help_Pairing,F5_stt:homophone+merge_boundary,,,,,,
please i need help with paring my,Help_Pairing,F5_stt:homophone+truncate_tail,,,,,,
please pleasecall the karate,Default Fallback Intent,F5_stt:truncate_tail+merge_boundary,,,,,,
um please increase thevolume,Cmd.VolumeIncrease,F5_stt:merge_boundary+filler,,,,,,
uh explain battery option for my aids,Help_Battery,F5_stt:filler+drop_plural,,,,,,
uh please switch programme to home,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
uh where' intelligent voice,Help_IntelliVoice,F5_stt:drop_plural+filler,,,,,,
er office pro gram,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
uh adjust right ear for higher sund,Cmd.VolumeIncrease,F5_stt:homophone+filler,,,,,,
um how do i deletethe accessory,Help_Accessories,F5_stt:merge_boundary+filler,,,,,,
turn off tv screaming,Cmd.StreamingStop,F5_stt:homophone+drop_function_word,,,,,,
elsa texa offhuh,Default Fallback Intent,F5_stt:merge_boundary+drop_plural,,,,,,
er howcould i initiate a manual alert,Help_FallAlert,F5_stt:merge_boundary+filler,,,,,,
can setto noise program,Cmd.MemoryChange,F5_stt:drop_function_word+merge_boundary,,,,,,
what isnew in app,Help_WhatsNew,F5_stt:merge_boundary+drop_function_word,,,,,,
er please disable my hearing 8s,Cmd.VolumeMute,F5_stt:homophone+filler,,,,,,
batter e charge remaining,Cmd.BatteryLevel,F5_stt:drop_function_word+homophone,,,,,,
um can you molestinghearing aids to cousin,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
uh how doi make eggs,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
can switchto personal,Cmd.MemoryChange,F5_stt:merge_boundary+drop_function_word,,,,,,
um can you reduce the hearing aid volum,Cmd.VolumeDecrease,F5_stt:homophone+filler,,,,,,
someone was supposed call me and i neverdo,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
uh what adjustments can i make on thehome screen,Help_Home,F5_stt:filler+merge_boundary,,,,,,
is there a video on how to insert hearin aids into my,Help_InsertDevice,F5_stt:homophone+truncate_tail,,,,,,
uh every day,reminders.add,F5_stt:filler,,,,,,
er please live in your ear if there a wire,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
er beginlive translation,Cmd.TranslationStart,F5_stt:merge_boundary+filler,,,,,,
er pairleft aid,Help_Pairing,F5_stt:filler+merge_boundary,,,,,,
uh please find the product name herring aids starkly,Help_DeviceSettings,F5_stt:filler+homophone,,,,,,
uh can you switch office memory,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
um how do i use the demo,Help_DemoMode,F5_stt:truncate_tail+filler,,,,,,
um can my audiologist adjust my hearingaids remotely,Help_RemoteProgramming,F5_stt:filler+merge_boundary,,,,,,
can youset reminder,reminders.add,F5_stt:merge_boundary+drop_plural,,,,,,
what on thehealth screen,Help_Health,F5_stt:merge_boundary+drop_function_word,,,,,,
helpwith pairing my hearing aids with the phone,Help_Pairing,F5_stt:merge_boundary+drop_function_word,,,,,,
remind me tovitamin d at 7 p m,reminders.add,F5_stt:truncate_tail+merge_boundary,,,,,,
canyou remember take medicine,reminders.add,F5_stt:merge_boundary+drop_function_word,,,,,,
how will i know when hearing specialist adjusted myaid,Help_RemoteProgramming,F5_stt:drop_function_word+merge_boundary,,,,,,
uh newreminder please,reminders.add,F5_stt:merge_boundary+filler,,,,,,
er can you calorieswalking,Cmd.ActivityWalk,F5_stt:merge_boundary+filler,,,,,,
what myvolume control,Help_Volume,F5_stt:merge_boundary+drop_function_word,,,,,,
um what is the best wayto clean my hearing aids,Help_CleanCare,F5_stt:filler+merge_boundary,,,,,,
uh please change program number four,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
um how do i change the smart assistant,Help_AppSettings,F5_stt:truncate_tail+filler,,,,,,
um remember this forme,reminders.add,F5_stt:filler+merge_boundary,,,,,,
are the aids connected tothe,Help_Pairing,F5_stt:truncate_tail+merge_boundary,,,,,,
what mast mode,Help_MaskMode,F5_stt:drop_function_word+homophone,,,,,,
please ami close to my running,Cmd.ActivityRun,F5_stt:truncate_tail+merge_boundary,,,,,,
how do i adjust my loudness of the tinnitu volume on hearing aid,Help_Tinnitus,F5_stt:drop_function_word+drop_plural,,,,,,
um what does this intelligent voice,Help_IntelliVoice,F5_stt:truncate_tail+filler,,,,,,
um disable my hearin aids,Cmd.VolumeMute,F5_stt:homophone+filler,,,,,,
uh play it again,Cmd.ListenMessage,F5_stt:drop_function_word+filler,,,,,,
er find my 8s help,Help_FindMyHearingAids,F5_stt:homophone+filler,,,,,,
howdo i know if my hearing aides are connected to my app,Help_Pairing,F5_stt:merge_boundary+homophone,,,,,,
how do i acces my hearing aid,Help_ChangingMemories,F5_stt:truncate_tail+drop_plural,,,,,,
um recordthis walk,Cmd.ActivityWalk,F5_stt:merge_boundary+filler,,,,,,
er send note to dad,Cmd.SendMessage,F5_stt:drop_function_word+filler,,,,,,
how do i contact professional for,Help_RemoteProgramming,F5_stt:truncate_tail+drop_function_word,,,,,,
can connect right aide,Help_Pairing,F5_stt:drop_function_word+homophone,,,,,,
i want to listen to the tv through my,Cmd.StreamingStart,F5_stt:homophone+truncate_tail,,,,,,
can you getting customer exactly with a freewireless,Default Fallback Intent,F5_stt:drop_plural+merge_boundary,,,,,,
uh soit goes back it goes back to the memory or in,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
i am off for stroll please track,Cmd.ActivityWalk,F5_stt:truncate_tail+drop_function_word,,,,,,
er please please re mind me to call,reminders.add,F5_stt:filler+homophone,,,,,,
er it is a weekendtell everybody how the pretty mutual customize your car insurance,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
er can connecting sony nikon,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
uh can volume increase,Cmd.VolumeIncrease,F5_stt:filler+drop_function_word,,,,,,
uh remind me to take out trash,reminders.add,F5_stt:filler+drop_function_word,,,,,,
er i finished thatreminder mark it,reminders.complete,F5_stt:merge_boundary+filler,,,,,,
can you no tv remote in fry',Default Fallback Intent,F5_stt:drop_plural+truncate_tail,,,,,,
er what does brainscore mean,Help_ThriveScore,F5_stt:filler+merge_boundary,,,,,,
er how could i start a manual alert messege,Help_FallAlert,F5_stt:filler+homophone,,,,,,
er can you i have got a pc gaming,Default Fallback Intent,F5_stt:truncate_tail+filler,,,,,,
uh why do my aids,Help_DeviceSettings,F5_stt:filler+truncate_tail,,,,,,
um how do i adjust mini remote mic,Help_Accessories,F5_stt:drop_function_word+filler,,,,,,
how do i reach my audiologist through,Help_HearingCareAnywhereConnect,F5_stt:truncate_tail+drop_function_word,,,,,,
um link driveto hearing aid,Help_Pairing,F5_stt:merge_boundary+filler,,,,,,
um please set memory outdoors,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
please switch mut program,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
canyou set reminder to take medicine at 1 p,reminders.add,F5_stt:truncate_tail+merge_boundary,,,,,,
let another person hear what,Help_HearShare,F5_stt:merge_boundary+truncate_tail,,,,,,
er can use soap to clean hearing aids,Help_CleanCare,F5_stt:drop_function_word+filler,,,,,,
can hearingaids handle water,Help_CleanCare,F5_stt:merge_boundary+drop_function_word,,,,,,
please tern volume on,Cmd.VolumeUnmute,F5_stt:drop_function_word+homophone,,,,,,
helpwith loudnes changes on my aid,Help_Volume,F5_stt:merge_boundary+drop_plural,,,,,,
how do i turned down the volume in aids,Help_Volume,F5_stt:drop_function_word+homophone,,,,,,
er i do not understand their foreignlanguage,Cmd.TranslationStart,F5_stt:filler+merge_boundary,,,,,,
uh forwardthis to someone,Cmd.SendMessage,F5_stt:merge_boundary+filler,,,,,,
transcribethi conversation,Cmd.TranscribeStart,F5_stt:merge_boundary+drop_plural,,,,,,
pleaseset memory kitchen,Cmd.MemoryChange,F5_stt:merge_boundary+drop_function_word,,,,,,
pleasehelp me find my,Help_FindMyHearingAids,F5_stt:truncate_tail+merge_boundary,,,,,,
how do i change another memory on my hearing,Help_ChangingMemories,F5_stt:truncate_tail+drop_function_word,,,,,,
um rememberi came in here and,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
how do i change programme,Help_ChangingMemories,F5_stt:drop_plural+homophone,,,,,,
what is cross balance control,Help_WiCROS,F5_stt:drop_function_word+homophone,,,,,,
volum off rightaid,Cmd.VolumeMute,F5_stt:homophone+merge_boundary,,,,,,
can setting numbertwo,Cmd.MemoryChange,F5_stt:drop_function_word+merge_boundary,,,,,,
um what is on the healthdashboard,Help_Health,F5_stt:filler+merge_boundary,,,,,,
uh itsounds faint,Cmd.VolumeIncrease,F5_stt:merge_boundary+filler,,,,,,
um help understandingthe translate feature,Help_Translate,F5_stt:merge_boundary+filler,,,,,,
uh how do i save the adjustments made by the hearing care,Help_RemoteProgramming,F5_stt:truncate_tail+filler,,,,,,
how do ilook after my hearing 8s,Help_CleanCare,F5_stt:homophone+merge_boundary,,,,,,
um can you help with changing memorys using my app,Help_ChangingMemories,F5_stt:filler+homophone,,,,,,
um connect directly to 8s,Cmd.StreamingStart,F5_stt:homophone+filler,,,,,,
uh where is thehome screen,Help_Home,F5_stt:merge_boundary+filler,,,,,,
er i bet those talking 7 eleven,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
er log a cyclingsession,Cmd.ActivityCycle,F5_stt:filler+merge_boundary,,,,,,
uh its loudyhere,Cmd.VolumeDecrease,F5_stt:filler+merge_boundary,,,,,,
um how do i unpair my hearing aid from phone,Help_Pairing,F5_stt:drop_function_word+filler,,,,,,
guideme on using translated,Help_Translate,F5_stt:merge_boundary+homophone,,,,,,
you switch memery to outdoors,Cmd.MemoryChange,F5_stt:homophone+drop_function_word,,,,,,
re mind me take my medicine in 1 minute,reminders.add,F5_stt:homophone+drop_function_word,,,,,,
uh help for translated,Help_Translate,F5_stt:filler+homophone,,,,,,
um can you switchsetting to number one,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
uh explain how to make it louderor softer,Help_Volume,F5_stt:merge_boundary+filler,,,,,,
can youturned off mute,Cmd.VolumeUnmute,F5_stt:homophone+merge_boundary,,,,,,
double tap feature is too sensitive how do iadjust the sensitivity,Help_DeviceSettings,F5_stt:drop_function_word+merge_boundary,,,,,,
uh i want to text contact,Cmd.SendMessage,F5_stt:drop_function_word+filler,,,,,,
what how much do i owe youin german,Cmd.TranslationStart,F5_stt:merge_boundary+drop_function_word,,,,,,
lexu assembly new,Default Fallback Intent,F5_stt:drop_function_word+drop_plural,,,,,,
can you tell me about reminders,Help_Reminder,F5_stt:drop_function_word+truncate_tail,,,,,,
please i forgot all aboutlooks thank for reminding me,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
um how will i know when my hearing care specialist adjusted my,Help_RemoteProgramming,F5_stt:filler+truncate_tail,,,,,,
uh find my left hearing aid,Help_FindMyHearingAids,F5_stt:drop_function_word+filler,,,,,,
how do i get my right 8 to,Help_Accessories,F5_stt:truncate_tail+homophone,,,,,,
please re mind me to take medicine tomorrowmorning,reminders.add,F5_stt:homophone+merge_boundary,,,,,,
uh can youat home,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
pleaseset to car pro gram,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
how do i accesshome screen,Help_Home,F5_stt:drop_function_word+merge_boundary,,,,,,
er what languages does the translated feature offer,Help_Translate,F5_stt:homophone+filler,,,,,,
do i have a goodheart rate,Help_HeartRateRecovery,F5_stt:truncate_tail+merge_boundary,,,,,,
er howdo i disable comfort boost,Help_DeviceSettings,F5_stt:merge_boundary+filler,,,,,,
please set remind her,reminders.add,F5_stt:drop_function_word+homophone,,,,,,
how longhave i been doing,Cmd.ActivityAerobics,F5_stt:truncate_tail+merge_boundary,,,,,,
er how long did i workout,Cmd.ActivityExercise,F5_stt:merge_boundary+filler,,,,,,
er i hear my last message,Cmd.ListenMessage,F5_stt:filler+drop_function_word,,,,,,
um please set a reminderto refill prescription tomorrow,reminders.add,F5_stt:merge_boundary+filler,,,,,,
write text tomy neighbor,Cmd.SendMessage,F5_stt:drop_function_word+merge_boundary,,,,,,
er howdo i share what i hear,Help_HearShare,F5_stt:merge_boundary+filler,,,,,,
er log walk for me,Cmd.ActivityWalk,F5_stt:drop_function_word+filler,,,,,,
er can you create a new remind her,reminders.add,F5_stt:homophone+filler,,,,,,
uh hedge mode is not working,Help_EdgeMode,F5_stt:filler+homophone,,,,,,
uh set tomaster program,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
how do i set my fone ring in my hearing aids,Help_Pairing,F5_stt:drop_function_word+homophone,,,,,,
uh begin live transcript,Cmd.TranscribeStart,F5_stt:filler+drop_function_word,,,,,,
ratchet volumeback,Cmd.VolumeDecrease,F5_stt:drop_function_word+merge_boundary,,,,,,
uh assistant professor jobs,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
uh wireless hearin aid connection,Cmd.StreamingStart,F5_stt:homophone+filler,,,,,,
um david soulalert,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
uh please turn down my hearing,Cmd.VolumeDecrease,F5_stt:filler+truncate_tail,,,,,,
can you switchsetting to number,Cmd.MemoryChange,F5_stt:merge_boundary+truncate_tail,,,,,,
can you ek diva jam to send the,Default Fallback Intent,F5_stt:drop_plural+truncate_tail,,,,,,
can you helpwith loudness changes on hearing aids,Help_Volume,F5_stt:drop_function_word+merge_boundary,,,,,,
er can younevermind,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
what is total calorie,Cmd.ActivityCalories,F5_stt:truncate_tail+drop_function_word,,,,,,
uh you every week,reminders.add,F5_stt:filler+drop_function_word,,,,,,
what the volume on my hearing aid automatically go down to,Help_Volume,F5_stt:drop_function_word+truncate_tail,,,,,,
er the audiologist adjust my hearing aids remotely,Help_RemoteProgramming,F5_stt:filler+drop_function_word,,,,,,
set memoryto music,Cmd.MemoryChange,F5_stt:merge_boundary+drop_function_word,,,,,,
um whydo my aids sound strange,Help_DeviceSettings,F5_stt:merge_boundary+filler,,,,,,
uh how do i get a better wellnessscore,Help_ThriveScore,F5_stt:filler+merge_boundary,,,,,,
er maximum sund,Cmd.VolumeIncrease,F5_stt:homophone+filler,,,,,,
uh dim theaudio,Cmd.VolumeDecrease,F5_stt:merge_boundary+filler,,,,,,
can you change mammary toeveryday,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
can youshelley my fone,Default Fallback Intent,F5_stt:merge_boundary+homophone,,,,,,
uh change to personal pro gram,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
how do i manage reminder,Help_Reminder,F5_stt:drop_function_word+drop_plural,,,,,,
um remind me at 2 35 p m tomorrow to not park in back parking lot,reminders.add,F5_stt:drop_function_word+filler,,,,,,
make thevolum less,Cmd.VolumeDecrease,F5_stt:homophone+merge_boundary,,,,,,
can you help withvolume changes in my hearing,Help_Volume,F5_stt:merge_boundary+truncate_tail,,,,,,
can youre mind me 10 30 p m to close the restaurant,reminders.add,F5_stt:homophone+merge_boundary,,,,,,
how do i save my setting,Help_HearingCareAnywhereConnect,F5_stt:truncate_tail+homophone,,,,,,
pleaseswitch mammary to restaurant,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
sendquick voice note,Cmd.SendMessage,F5_stt:drop_function_word+merge_boundary,,,,,,
adjusteach ear's volum separately,Help_Volume,F5_stt:merge_boundary+homophone,,,,,,
can you helpwith tinnitu volume adjustment in my aid,Help_Tinnitus,F5_stt:merge_boundary+drop_plural,,,,,,
how do i switch to musicmemery,Help_ChangingMemories,F5_stt:homophone+merge_boundary,,,,,,
er you lost iphone,Cmd.FindMyPhone,F5_stt:filler+drop_function_word,,,,,,
you mut the aids,Cmd.VolumeMute,F5_stt:drop_function_word+homophone,,,,,,
can you changesetting to number,Cmd.MemoryChange,F5_stt:truncate_tail+merge_boundary,,,,,,
uh howdoes changing profiles work,Help_ChangingMemories,F5_stt:filler+merge_boundary,,,,,,
um set to personal memory,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
what does health screen,Help_Health,F5_stt:truncate_tail+drop_function_word,,,,,,
people sund faraway,Cmd.VolumeIncrease,F5_stt:merge_boundary+homophone,,,,,,
howto invite a person with,Help_HearShare,F5_stt:merge_boundary+truncate_tail,,,,,,
end streamin from tv,Cmd.StreamingStop,F5_stt:drop_function_word+homophone,,,,,,
uh assistantprofessor jobs,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
um on mute on,Cmd.VolumeUnmute,F5_stt:filler+homophone,,,,,,
